name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,recent_goals_scored,recent_total_points,recent_yellow_cards,recent_red_cards,recent_assists,recent_clean_sheets,recent_saves,recent_minutes,won_game,recent_bps,recent_goals_conceded,recent_creativity,recent_won_game
Ederson Santana de Moraes,GK,Man City,5.7,0,0,10,0,0.0,278,128,1,0,1.2,11.6,2020-12-15T20:00:00Z,90,18,0,0,0,0,13,1,481759,1,1,0.0,2,19446,27231,7785,60,1,0,13,0.0,22.0,0.0,0.0,0.0,3.0,6.0,450.0,0,94.0,3.0,0.0,2.0
Christian Walton,GK,Brighton,0.5,0,0,0,0,0.0,503,121,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,8,0,0,0,0,13,0,89813,0,0,0.0,0,1331,2313,982,40,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Marcus Bettinelli,GK,Fulham,0.0,0,0,0,0,0.0,183,121,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,3,0,0,0,0,13,0,2401,0,0,0.0,0,-117,6,123,44,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
James Trafford,GK,Man City,1.5,0,0,0,0,0.0,595,128,0,0,0.0,0.0,2020-12-15T20:00:00Z,0,18,0,0,0,0,13,0,6133,1,1,0.0,0,100,500,400,40,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Nick Pope,GK,Burnley,6.5,0,3,33,1,0.0,96,120,0,0,4.7,47.2,2020-12-17T18:00:00Z,90,2,0,0,0,0,13,6,700167,0,0,0.0,11,1129,9316,8187,54,0,0,13,0.0,33.0,0.0,0.0,0.0,3.0,19.0,360.0,0,114.0,1.0,0.0,2.0
Matt Macey,GK,Arsenal,0.5,0,0,0,0,0.0,527,119,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,16,0,0,0,0,13,0,128524,1,1,0.0,0,3987,6369,2382,40,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Vicente Guaita,GK,Crystal Palace,2.6,0,0,10,0,0.0,128,125,1,0,1.0,9.8,2020-12-16T20:00:00Z,90,19,0,0,0,0,13,1,253608,1,1,0.0,2,-6586,3476,10062,49,0,0,13,0.0,13.0,0.0,0.0,0.0,0.0,18.0,450.0,0,79.0,6.0,0.0,2.0
Danny Ward,GK,Leicester,0.5,0,0,0,0,0.0,223,123,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,7,0,0,0,0,13,0,13991,2,0,0.0,0,-164,67,231,44,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
Michael Verrips,GK,Sheffield Utd,-0.5,0,0,0,0,0.0,580,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,13,0,0,0,0,13,0,23558,3,2,0.0,0,519,1236,717,40,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fraser Forster,GK,Southampton,-0.5,0,0,0,0,0.0,523,119,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,1,0,0,0,0,13,0,290608,1,1,0.0,0,2067,6617,4550,40,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
Stephen Henderson,GK,Crystal Palace,0.0,0,0,0,0,0.0,578,125,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,19,0,0,0,0,13,0,32670,1,1,0.0,0,1100,2023,923,40,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
David de Gea,GK,Man Utd,2.9,0,0,0,0,0.0,291,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,15,0,0,0,0,13,0,265828,3,2,0.0,0,4889,8997,4108,53,0,0,13,0.0,14.0,0.0,0.0,0.0,2.0,5.0,315.0,1,58.0,3.0,0.0,4.0
Kepa Arrizabalaga,GK,Chelsea,0.5,0,0,0,0,0.0,112,126,0,0,0.0,0.0,2020-12-15T18:00:00Z,0,20,0,0,0,0,13,0,48240,1,2,0.0,0,-898,83,981,47,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
Aaron Ramsdale,GK,Sheffield Utd,1.5,0,0,15,0,0.0,483,124,3,0,2.7,26.6,2020-12-17T20:00:00Z,90,13,0,0,0,0,13,4,179375,3,2,0.0,2,-9641,403,10044,47,1,0,13,0.0,10.0,0.0,0.0,0.0,0.0,18.0,450.0,0,80.0,11.0,0.0,0.0
Kasper Schmeichel,GK,Leicester,3.9,0,0,15,0,0.0,217,123,2,0,3.5,35.0,2020-12-16T18:00:00Z,90,7,0,0,0,0,13,4,871148,2,0,0.0,2,-22973,3438,26411,55,1,0,13,0.0,21.0,0.0,0.0,0.0,2.0,18.0,450.0,0,99.0,6.0,0.0,3.0
Simon Moore,GK,Sheffield Utd,0.0,0,0,0,0,0.0,348,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,13,0,0,0,0,13,0,9038,3,2,0.0,0,-195,18,213,43,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Jordan Pickford,GK,Everton,2.7,0,0,0,0,0.0,157,123,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,9,0,0,0,0,13,0,476249,2,0,0.0,0,-7702,3859,11561,49,0,0,13,0.0,17.0,0.0,0.0,0.0,1.0,16.0,450.0,1,91.0,7.0,0.0,2.0
Robert Sánchez,GK,Brighton,2.3,0,2,29,1,0.0,597,121,0,0,3.7,37.0,2020-12-16T20:00:00Z,90,8,0,0,0,0,13,4,2024,0,0,0.0,9,-90,71,161,44,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Jed Steer,GK,Aston Villa,0.5,0,0,0,0,0.0,32,120,0,0,0.0,0.0,2020-12-17T18:00:00Z,0,4,0,0,0,0,13,0,393448,0,0,0.0,0,-2040,3965,6005,40,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Wes Foderingham,GK,Sheffield Utd,-0.5,0,0,0,0,0.0,350,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,13,0,0,0,0,13,0,8225,3,2,0.0,0,-140,29,169,44,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Emiliano Martínez,GK,Aston Villa,5.7,0,1,28,1,0.0,12,120,0,0,2.6,26.2,2020-12-17T18:00:00Z,90,4,0,0,0,0,13,4,1985238,0,0,0.0,8,98119,107445,9326,48,1,0,13,0.0,19.0,0.0,0.0,0.0,2.0,10.0,360.0,0,81.0,4.0,0.0,2.0
John Ruddy,GK,Wolves,-0.5,0,0,0,0,0.0,453,126,0,0,0.0,0.0,2020-12-15T18:00:00Z,0,5,0,0,0,0,13,0,20080,1,2,0.0,0,-216,162,378,44,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
Lukasz Fabianski,GK,West Ham,3.8,0,0,10,0,0.0,431,125,1,0,1.1,11.0,2020-12-16T20:00:00Z,90,6,0,0,0,0,13,1,372824,1,1,0.0,2,10056,22160,12104,51,1,0,13,0.0,32.0,1.0,0.0,0.0,2.0,22.0,450.0,0,121.0,5.0,0.0,4.0
Ørjan Nyland,GK,Aston Villa,0.0,0,0,0,0,0.0,35,120,0,0,0.0,0.0,2020-12-17T18:00:00Z,0,4,0,0,0,0,13,0,530451,0,0,0.0,0,-13413,66,13479,40,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Alex McCarthy,GK,Southampton,3.5,0,0,16,0,0.0,363,119,1,0,3.1,30.8,2020-12-16T18:00:00Z,90,1,0,0,0,0,13,4,1700541,1,1,0.0,3,938,26811,25873,46,0,0,13,0.0,23.0,1.0,0.0,0.0,2.0,16.0,450.0,0,95.0,5.0,0.0,3.0
Wayne Hennessey,GK,Crystal Palace,0.0,0,0,0,0,0.0,126,125,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,19,0,0,0,0,13,0,28395,1,1,0.0,0,-635,57,692,43,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Hugo Lloris,GK,Spurs,6.3,0,1,29,0,0.0,383,127,2,0,7.0,69.8,2020-12-16T20:00:00Z,90,11,0,0,0,0,13,9,504498,1,2,0.0,5,-2107,16523,18630,56,0,0,13,0.0,35.0,0.0,0.0,0.0,4.0,16.0,450.0,0,123.0,1.0,0.0,3.0
Karlo Ziger,GK,Chelsea,0.5,0,0,0,0,0.0,593,126,0,0,0.0,0.0,2020-12-15T18:00:00Z,0,20,0,0,0,0,13,0,24786,1,2,0.0,0,2210,3158,948,40,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
Elia Caprile,GK,Leeds,0.0,0,0,0,0,0.0,532,122,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,14,0,0,0,0,13,0,25090,2,5,0.0,0,70,801,731,40,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
Darren Randolph,GK,West Ham,0.0,0,0,0,0,0.0,430,125,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,6,0,0,0,0,13,0,15022,1,1,0.0,0,-177,55,232,44,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0
Jonas Lössl,GK,Everton,-0.5,0,0,0,0,0.0,151,123,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,9,0,0,0,0,13,0,9301,2,0,0.0,0,-107,60,167,43,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Paulo Gazzaniga,GK,Spurs,-0.5,0,0,0,0,0.0,393,127,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,11,0,0,0,0,13,0,18827,1,2,0.0,0,-229,105,334,43,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
Tom Heaton,GK,Aston Villa,0.5,0,0,0,0,0.0,28,120,0,0,0.0,0.0,2020-12-17T18:00:00Z,0,4,0,0,0,0,13,0,2958,0,0,0.0,0,-23,49,72,45,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Roberto Jimenez Gago,GK,West Ham,0.0,0,0,0,0,0.0,433,125,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,6,0,0,0,0,13,0,833,1,1,0.0,0,-14,6,20,45,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0
Will Norris,GK,Burnley,-0.5,0,0,0,0,0.0,583,120,0,0,0.0,0.0,2020-12-17T18:00:00Z,0,2,0,0,0,0,13,0,7695,0,0,0.0,0,166,444,278,40,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,245,127,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,17,0,0,0,0,13,0,31046,1,2,0.0,0,-674,631,1305,43,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Sergio Romero,GK,Man Utd,0.0,0,0,0,0,0.0,289,124,0,0,0.0,0.0,2020-12-17T20:00:00Z,0,15,0,0,0,0,13,0,6125,3,2,0.0,0,-61,2,63,49,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4.0
Rui Pedro dos Santos Patrício,GK,Wolves,1.3,0,0,12,0,0.0,455,126,1,0,1.1,11.0,2020-12-15T18:00:00Z,90,5,0,0,0,0,13,2,495722,1,2,0.0,2,-24455,1958,26413,55,1,0,13,0.0,17.0,0.0,0.0,0.0,0.0,8.0,450.0,1,65.0,8.0,0.0,1.0
João Virgínia,GK,Everton,-0.5,0,0,0,0,0.0,167,123,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,9,0,0,0,0,13,0,5595,2,0,0.0,0,-87,16,103,44,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Rúnar Alex Rúnarsson,GK,Arsenal,0.5,0,0,0,0,0.0,547,119,0,0,0.0,0.0,2020-12-16T18:00:00Z,0,16,0,0,0,0,13,0,2695,1,1,0.0,0,-13,69,82,45,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Daniel Langley,GK,Newcastle,0.5,0,0,0,0,0.0,606,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,8,0,0,0,0,14,0,1451,1,1,0.0,0,541,960,419,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Bailey Peacock-Farrell,GK,Burnley,-0.5,0,0,0,0,0.0,99,130,0,0,0.0,0.0,2020-12-21T17:30:00Z,0,20,0,0,0,0,14,0,119640,1,2,0.0,0,684,2354,1670,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1,9.0,5.0,0.0,2.0
Zack Steffen,GK,Man City,1.0,0,0,0,0,0.0,538,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,16,0,0,0,0,14,0,2121,1,0,0.0,0,-8,35,43,45,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Fabricio Agosto Ramírez,GK,Fulham,-0.5,0,0,0,0,0.0,171,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,14,0,0,0,0,14,0,126441,1,1,0.0,0,-191,1555,1746,40,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Karl Darlow,GK,Newcastle,4.0,0,0,16,0,0.0,325,135,1,0,3.2,31.6,2020-12-19T20:00:00Z,90,8,0,0,0,0,14,4,141758,1,1,0.0,3,1958,8808,6850,50,1,0,14,0.0,12.0,0.0,0.0,0.0,1.0,12.0,360.0,0,70.0,8.0,0.0,2.0
Bernd Leno,GK,Arsenal,3.5,0,0,10,0,0.0,8,133,2,0,0.8,8.4,2020-12-19T17:30:00Z,90,7,0,0,0,0,14,1,577628,1,2,0.0,1,-35279,2232,37511,50,0,0,14,0.0,17.0,0.0,0.0,0.0,1.0,12.0,450.0,0,80.0,6.0,0.0,0.0
Illan Meslier,GK,Leeds,3.7,0,0,23,0,0.0,213,134,6,0,6.0,60.2,2020-12-20T16:30:00Z,90,13,0,0,0,0,14,8,421572,2,6,0.0,1,-1904,15291,17195,46,0,0,14,0.0,24.0,0.0,0.0,0.0,2.0,25.0,450.0,0,119.0,7.0,0.0,2.0
Sam Johnstone,GK,West Brom,3.5,0,0,24,0,0.0,417,138,3,0,5.2,51.6,2020-12-20T19:15:00Z,90,2,0,0,0,0,14,7,142726,3,0,0.0,3,11607,16839,5232,45,1,0,14,0.0,21.0,0.0,0.0,0.0,1.0,24.0,450.0,0,103.0,9.0,0.0,1.0
Edouard Mendy,GK,Chelsea,4.1,0,0,20,1,0.0,548,131,0,0,0.4,3.6,2020-12-21T20:00:00Z,90,19,0,0,0,0,14,0,693784,0,3,0.0,6,-17479,18691,36170,52,1,0,14,0.0,18.0,0.0,0.0,0.0,2.0,9.0,450.0,1,83.0,4.0,0.0,2.0
Claudio Bravo,GK,Man City,0.0,0,0,0,0,0.0,267,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,16,0,0,0,0,14,0,1830,1,0,0.0,0,-14,8,22,45,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Matija Sarkic,GK,Wolves,0.0,0,0,0,0,0.0,472,130,0,0,0.0,0.0,2020-12-21T17:30:00Z,0,4,0,0,0,0,14,0,7920,1,2,0.0,0,-165,22,187,44,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Alphonse Areola,GK,Fulham,3.0,0,0,15,0,0.0,516,135,1,0,3.0,29.8,2020-12-19T20:00:00Z,90,14,0,0,0,0,14,4,110969,1,1,0.0,3,5855,8668,2813,45,0,0,14,0.0,18.0,0.0,0.0,0.0,1.0,19.0,450.0,0,94.0,7.0,0.0,1.0
Jack Butland,GK,Crystal Palace,-1.0,0,0,0,0,0.0,586,132,0,0,0.0,0.0,2020-12-19T12:30:00Z,0,11,0,0,0,0,14,0,2907,7,0,0.0,0,-32,121,153,45,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Robin Olsen,GK,Everton,0.5,0,0,0,0,0.0,573,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,1,0,0,0,0,14,0,4782,1,2,0.0,0,664,883,219,45,1,0,14,0.0,6.0,0.0,0.0,0.0,1.0,2.0,90.0,1,25.0,0.0,0.0,3.0
Alisson Ramses Becker,GK,Liverpool,4.5,0,0,26,1,0.0,252,132,0,0,2.5,25.0,2020-12-19T12:30:00Z,90,6,0,0,0,0,14,3,487264,7,0,0.0,7,7613,13313,5700,59,0,0,14,0.0,14.0,1.0,0.0,0.0,1.0,11.0,360.0,1,66.0,3.0,0.0,3.0
Kamil Miazek,GK,Leeds,0.0,0,0,0,0,0.0,208,134,0,0,0.0,0.0,2020-12-20T16:30:00Z,0,13,0,0,0,0,14,0,95530,2,6,0.0,0,-1898,48,1946,40,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Caoimhin Kelleher,GK,Liverpool,2.2,0,0,0,0,0.0,560,132,0,0,0.0,0.0,2020-12-19T12:30:00Z,0,6,0,0,0,0,14,0,15667,7,0,0.0,0,-4233,437,4670,45,0,0,14,0.0,7.0,0.0,0.0,0.0,1.0,3.0,90.0,1,26.0,0.0,0.0,3.0
Marek Rodák,GK,Fulham,-0.5,0,0,0,0,0.0,186,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,14,0,0,0,0,14,0,24922,1,1,0.0,0,-294,289,583,43,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Joe Hart,GK,Spurs,0.0,0,0,0,0,0.0,482,137,0,0,0.0,0.0,2020-12-20T14:15:00Z,0,9,0,0,0,0,14,0,48705,2,0,0.0,0,-513,347,860,43,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Mark Gillespie,GK,Newcastle,0.5,0,0,0,0,0.0,488,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,8,0,0,0,0,14,0,6163,1,1,0.0,0,-108,48,156,44,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Martin Dubravka,GK,Newcastle,0.0,0,0,0,0,0.0,326,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,8,0,0,0,0,14,0,12262,1,1,0.0,0,-175,25,200,49,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Mathew Ryan,GK,Brighton,1.0,0,0,0,0,0.0,70,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,15,0,0,0,0,14,0,932077,1,1,0.0,0,-40082,10976,51058,44,1,0,14,0.0,8.0,0.0,0.0,0.0,0.0,8.0,360.0,0,61.0,7.0,0.0,1.0
Lee Grant,GK,Man Utd,0.5,0,0,0,0,0.0,604,134,0,0,0.0,0.0,2020-12-20T16:30:00Z,0,10,0,0,0,0,14,0,2320,2,6,0.0,0,307,524,217,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,528,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,15,0,0,0,0,14,0,61026,1,1,0.0,0,-385,903,1288,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Dean Henderson,GK,Man Utd,1.5,0,0,0,0,0.0,305,134,0,0,0.0,0.0,2020-12-20T16:30:00Z,0,10,0,0,0,0,14,0,113050,2,6,0.0,0,-1358,256,1614,53,1,0,14,0.0,5.0,1.0,0.0,0.0,0.0,11.0,225.0,1,38.0,3.0,0.0,4.0
Willy Caballero,GK,Chelsea,0.5,0,0,0,0,0.0,101,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,19,0,0,0,0,14,0,16103,0,3,0.0,0,-220,39,259,47,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Francisco Casilla Cortés,GK,Leeds,-0.5,0,0,0,0,0.0,194,134,0,0,0.0,0.0,2020-12-20T16:30:00Z,0,13,0,0,0,0,14,0,74588,2,6,0.0,0,-1505,261,1766,43,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
David Button,GK,West Brom,-0.5,0,0,0,0,0.0,56,138,0,0,0.0,0.0,2020-12-20T19:15:00Z,0,2,0,0,0,0,14,0,347438,3,0,0.0,0,-1335,3773,5108,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Angus Gunn,GK,Southampton,0.0,0,0,0,0,0.0,371,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,12,0,0,0,0,14,0,10220,1,0,0.0,0,-229,522,751,43,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
David Martin,GK,West Ham,-0.5,0,0,0,0,0.0,429,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,5,0,0,0,0,14,0,563770,0,3,0.0,0,-166,6981,7147,40,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0
Ederson Santana de Moraes,GK,Man City,6.2,0,0,23,1,0.0,278,136,0,0,2.2,22.4,2020-12-19T15:00:00Z,90,16,0,0,0,0,14,3,464565,1,0,0.0,6,-13927,5741,19668,60,0,1,14,0.0,21.0,0.0,0.0,0.0,3.0,5.0,450.0,1,88.0,3.0,0.0,2.0
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,15,0,0,0,0,14,0,90681,1,1,0.0,0,910,2162,1252,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
Marcus Bettinelli,GK,Fulham,0.0,0,0,0,0,0.0,183,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,14,0,0,0,0,14,0,2361,1,1,0.0,0,-40,15,55,44,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
James Trafford,GK,Man City,1.0,0,0,0,0,0.0,595,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,16,0,0,0,0,14,0,6818,1,0,0.0,0,495,798,303,40,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Nick Pope,GK,Burnley,5.7,0,0,13,0,10.0,96,130,1,0,2.7,16.8,2020-12-21T17:30:00Z,90,20,0,0,0,0,14,2,740085,1,2,0.0,2,34319,39929,5610,54,1,0,14,0.0,35.0,0.0,0.0,0.0,3.0,22.0,360.0,1,118.0,1.0,0.0,2.0
Matt Macey,GK,Arsenal,0.5,0,0,0,0,0.0,527,133,0,0,0.0,0.0,2020-12-19T17:30:00Z,0,7,0,0,0,0,14,0,131830,1,2,0.0,0,3480,6426,2946,40,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Scott Carson,GK,Man City,2.0,0,0,0,0,0.0,608,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,16,0,0,0,0,14,0,0,1,0,0.0,0,0,0,0,40,0,0,14,,,,,,,,,1,,,,
Vicente Guaita,GK,Crystal Palace,1.0,0,0,9,0,0.0,128,132,7,0,0.4,4.2,2020-12-19T12:30:00Z,90,11,0,0,0,0,14,0,242245,7,0,0.0,-1,-12002,2235,14237,49,1,0,14,0.0,13.0,0.0,0.0,0.0,0.0,17.0,450.0,0,77.0,6.0,0.0,1.0
Danny Ward,GK,Leicester,0.0,0,0,0,0,0.0,223,137,0,0,0.0,0.0,2020-12-20T14:15:00Z,0,17,0,0,0,0,14,0,13887,2,0,0.0,0,-143,84,227,44,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Michael Verrips,GK,Sheffield Utd,0.0,0,0,0,0,0.0,580,129,0,0,0.0,0.0,2020-12-20T12:00:00Z,0,3,0,0,0,0,14,0,24063,1,1,0.0,0,490,1175,685,40,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fraser Forster,GK,Southampton,-1.0,0,0,0,0,0.0,523,136,0,0,0.0,0.0,2020-12-19T15:00:00Z,0,12,0,0,0,0,14,0,292681,1,0,0.0,0,1687,6656,4969,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0
Stephen Henderson,GK,Crystal Palace,-1.0,0,0,0,0,0.0,578,132,0,0,0.0,0.0,2020-12-19T12:30:00Z,0,11,0,0,0,0,14,0,34438,7,0,0.0,0,1683,2596,913,40,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
David de Gea,GK,Man Utd,1.9,0,0,10,0,0.0,291,134,2,0,1.9,18.8,2020-12-20T16:30:00Z,90,10,0,0,0,0,14,1,256997,2,6,0.0,1,-8051,2207,10258,53,1,0,14,0.0,12.0,0.0,0.0,0.0,2.0,5.0,225.0,1,51.0,2.0,0.0,4.0
Kepa Arrizabalaga,GK,Chelsea,0.5,0,0,0,0,0.0,112,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,19,0,0,0,0,14,0,47335,0,3,0.0,0,-1012,73,1085,47,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.0
Aaron Ramsdale,GK,Sheffield Utd,2.0,0,0,12,0,0.0,483,129,1,0,2.0,20.2,2020-12-20T12:00:00Z,90,3,0,0,0,0,14,3,173530,1,1,0.0,2,-6437,1604,8041,47,0,1,14,0.0,10.0,0.0,0.0,0.0,0.0,16.0,450.0,0,78.0,10.0,0.0,0.0
Kasper Schmeichel,GK,Leicester,4.0,0,0,27,1,0.0,217,137,0,0,1.8,18.0,2020-12-20T14:15:00Z,90,17,0,0,0,0,14,3,834702,2,0,0.0,7,-38498,2231,40729,55,0,0,14,0.0,17.0,0.0,0.0,0.0,1.0,20.0,450.0,1,91.0,8.0,0.0,2.0
